system:index,cluster,histogram,latitude,longitude,nobs,year,.geo
000000000000000000b6,3059,"[[12.0, 2169.3176470588237], [13.0, 3981.0392156862745], [14.0, 4482.882352941177], [15.0, 5638.682352941176], [16.0, 6023.419607843138], [17.0, 7573.643137254901], [18.0, 4006.5725490196073]]",-12.99193596839905,32.87996826171875,20,2012,"{""type"":""Polygon"",""coordinates"":[[[32.87996641936859,-12.856951280723461],[32.84129350897962,-12.862320752504774],[32.805694302642415,-12.878002415861312],[32.775999278883894,-12.902749781652242],[32.7545713848039,-12.934595297622355],[32.743118195227005,-12.97100624151318],[32.74255540615142,-13.009085646321108],[32.752932701159565,-13.04580247531212],[32.77342827263542,-13.07823285981691],[32.80241290901413,-13.103793211937669],[32.83757896821382,-13.120446543167217],[32.87612420265302,-13.126865358064737],[32.91497576645646,-13.12253791920676],[32.95103627593411,-13.107809234262538],[32.981431872297456,-13.083853421561074],[33.00374206023768,-13.052579708971082],[33.01619268682272,-13.016479721660557],[33.01779660802233,-12.978428448820463],[33.008431028630206,-12.941454951915516],[32.98884575315507,-12.908501201683773],[32.96060216749819,-12.882188251551206],[32.92594821836324,-12.864608246183296],[32.88763956165344,-12.857158620230503],[32.87996641936859,-12.856951280723461]]]}"
000000000000000000b7,3060,"[[12.0, 1405.9333333333334], [13.0, 4326.572549019608], [14.0, 9203.250980392157], [15.0, 1298.0], [16.0, 5125.168627450979], [17.0, 5926.243137254902], [18.0, 2142.882352941176]]",-12.2644031047821,33.00583019256592,20,2012,"{""type"":""Polygon"",""coordinates"":[[[33.005829005703156,-12.12942218924744],[32.967264796193355,-12.134791826283795],[32.93176592126673,-12.15047393390952],[32.902155068124515,-12.175221884519058],[32.880788530097014,-12.207067943523938],[32.869368880852036,-12.243479219264264],[32.868808902205146,-12.281558641108106],[32.879157758511234,-12.318275166872928],[32.899595651415524,-12.350705022432729],[32.92849782680062,-12.3762647849991],[32.96356323546694,-12.392917650204454],[33.00199782450271,-12.39933626821981],[33.0407378350553,-12.395008963150715],[33.07669505193536,-12.380280700854394],[33.10700404607524,-12.356325467594223],[33.129251277190036,-12.325052310241794],[33.14166750001381,-12.288952680623973],[33.14326807284394,-12.25090145637023],[33.133930172252086,-12.213927683914596],[33.11440113823862,-12.180973420074531],[33.08623773340785,-12.154659878521256],[33.05168153578767,-12.137079388328708],[33.01348058968789,-12.129629535260097],[33.005829005703156,-12.12942218924744]]]}"
000000000000000000b8,3061,"[[12.0, 338.25098039215686], [13.0, 1188.4352941176471], [14.0, 1465.141176470588], [15.0, 254.57647058823528], [16.0, 645.686274509804], [17.0, 815.9058823529413], [18.0, 290.01176470588234]]",-12.33178005218506,33.26691799163818,20,2012,"{""type"":""Polygon"",""coordinates"":[[[33.26691829058451,-12.19679920616501],[33.228344301012,-12.20216882793571],[33.19283639845523,-12.217850894521664],[33.16321797076133,-12.242598791108561],[33.14184590994265,-12.274444799951391],[33.130423240071686,-12.310856045038618],[33.12986300589948,-12.348935465310328],[33.14021441932035,-12.385652019086487],[33.16065750185224,-12.418081923507183],[33.18956709859331,-12.443641740532266],[33.224641566934835,-12.460294648785096],[33.263086115982325,-12.466713284986712],[33.30183616832908,-12.462385967559369],[33.33780268287392,-12.447657666222373],[33.36811947134547,-12.423702379437788],[33.390372367369864,-12.392429170795921],[33.40279168429666,-12.35632950813564],[33.404392555872015,-12.318278279392258],[33.39505216201627,-12.281304532389047],[33.37551806524287,-12.248350315992598],[33.34734744463557,-12.222036829071692],[33.31278245133682,-12.204456383665196],[33.27457181419803,-12.197006551576699],[33.26691829058451,-12.19679920616501]]]}"
000000000000000000b9,3062,"[[12.0, 238.99607843137255], [13.0, 988.3254901960784], [14.0, 1156.6392156862744], [15.0, 199.68627450980392], [16.0, 572.686274509804], [17.0, 651.9686274509804], [18.0, 242.45098039215685]]",-12.36221141815185,33.29404048919677,20,2012,"{""type"":""Polygon"",""coordinates"":[[[33.29403854319158,-12.227228111753726],[33.25546011761679,-12.232597726627583],[33.21994812038362,-12.248279774672252],[33.190326257159995,-12.273027646852318],[33.16895169150423,-12.304873633032438],[33.1575276517513,-12.341284864270833],[33.15696730186256,-12.379364283832167],[33.167319875238285,-12.416080850263478],[33.18776531165019,-12.448510776759015],[33.216678274392144,-12.47407061838804],[33.2517568517153,-12.49072354608934],[33.29020591804139,-12.497142190507358],[33.32896052475433,-12.492814867496662],[33.36493125620807,-12.478086548521425],[33.395251579827175,-12.454131237555004],[33.417507045281546,-12.42285800574109],[33.42992776570766,-12.386758328152634],[33.43152877295999,-12.348707097380977],[33.42218724842201,-12.311733361876994],[33.40265085548033,-12.278779166915111],[33.37447696208858,-12.252465704676517],[33.33990797933265,-12.234885279503835],[33.301692946575656,-12.227435456893906],[33.29403854319158,-12.227228111753726]]]}"
000000000000000000ba,3063,"[[12.0, 1075.1960784313726], [13.0, 6889.258823529412], [14.0, 2338.2431372549017], [15.0, 2727.905882352941], [16.0, 4109.0392156862745], [17.0, 7032.26274509804], [18.0, 2796.7058823529414]]",-12.53937640190125,33.04716453552246,20,2012,"{""type"":""Polygon"",""coordinates"":[[[33.0471648724686,-12.404392655708188],[33.008560382771904,-12.40976223039527],[32.97302432740488,-12.425444170402672],[32.94338227972242,-12.450191900367424],[32.92199299875171,-12.482037754494302],[32.91056091261769,-12.518448905036166],[32.90999988508488,-12.556528320456954],[32.920359275216136,-12.593244960627493],[32.94081854192452,-12.62567501575049],[32.9697512800746,-12.6512350007445],[33.004853996758115,-12.667888041770698],[33.0433296005177,-12.674306734065182],[33.08211096248949,-12.669979378520626],[33.11810646720491,-12.655250956768542],[33.148447559746245,-12.63129550489657],[33.170718121652996,-12.600022138061737],[33.18314708954851,-12.563922373489284],[33.18474889611483,-12.525871130900383],[33.17540073064589,-12.488897462402159],[33.15585084855986,-12.455943392337401],[33.12765772709894,-12.429630073919414],[33.09306530457588,-12.412049766646176],[33.054824445038975,-12.40459999926633],[33.0471648724686,-12.404392655708188]]]}"
000000000000000000bb,3064,"[[12.0, 265.9686274509804], [13.0, 454.1490196078431], [14.0, 726.8235294117648], [15.0, 127.0], [16.0, 387.98039215686276], [17.0, 235.68627450980392], [18.0, 231.93725490196078]]",-12.36307210922241,33.37783699035644,20,2012,"{""type"":""Polygon"",""coordinates"":[[[33.377838429288985,-12.228088718257041],[33.33925987807976,-12.23345833293582],[33.30374776487938,-12.24914038045603],[33.274125804357205,-12.273888251945728],[33.2527511677621,-12.305734237484808],[33.24132708921381,-12.342145468331475],[33.24076673604944,-12.380224887872718],[33.25111934227785,-12.416941454661991],[33.27156484535519,-12.449371381781937],[33.30047790342617,-12.474931224106905],[33.3355565971196,-12.491584152358325],[33.37400579137891,-12.498002797008752],[33.41276052707537,-12.493675473840126],[33.44873137795589,-12.478947154365972],[33.479051801694276,-12.454991842715543],[33.50130733991853,-12.423718610246189],[33.51372810009471,-12.387618932235476],[33.51532911119119,-12.349567701406448],[33.50598755463237,-12.312593966227734],[33.48645109666125,-12.279639771872144],[33.458277110580255,-12.253326310331714],[33.423708014837196,-12.235745885731367],[33.38549285758955,-12.228296063389543],[33.377838429288985,-12.228088718257041]]]}"
000000000000000000bc,3065,"[[12.0, 332.8588235294118], [13.0, 180.58823529411765], [14.0, 256.4], [15.0, 88.40392156862745], [16.0, 162.0], [17.0, 126.68627450980392], [18.0, 161.93725490196078]]",-12.39035110473633,33.46109619140625,20,2012,"{""type"":""Polygon"",""coordinates"":[[[33.46109430505787,-12.255369498502022],[33.42251176636593,-12.260739106996105],[33.38699597251956,-12.276421137889534],[33.35737092388773,-12.301168987492543],[33.335994035808525,-12.333014952708934],[33.32456872599499,-12.36942617113668],[33.32400826891363,-12.407505590040843],[33.334361917874105,-12.444222168178529],[33.354809536827254,-12.476652115093977],[33.383725620485755,-12.502211979482441],[33.41880800755947,-12.518864925174224],[33.45726126217337,-12.525283577192686],[33.4960200915583,-12.520956249017205],[33.5319947328236,-12.506227913726008],[33.56231833417974,-12.482272580390594],[33.58457618202134,-12.450999327141812],[33.59699820383834,-12.414899635744366],[33.598599336987625,-12.37684840309655],[33.58925676417855,-12.339874678229759],[33.569718242299075,-12.306920503095535],[33.541541314406,-12.280607063688826],[33.506968632603815,-12.263026657233032],[33.46874952417705,-12.255576843391049],[33.46109430505787,-12.255369498502022]]]}"
000000000000000000bd,3066,"[[12.0, 197.82745098039217], [13.0, 247.57254901960783], [14.0, 535.0], [15.0, 99.0], [16.0, 204.07843137254903], [17.0, 252.2941176470588], [18.0, 173.6078431372549]]",-12.4509955406189,33.41590347290039,20,2012,"{""type"":""Polygon"",""coordinates"":[[[33.41590131588119,-12.316013272828885],[33.37730987891953,-12.321382867570122],[33.341785871597125,-12.337064861490706],[33.312153931879905,-12.361812662424398],[33.29077201980003,-12.393658582449229],[33.27934396271449,-12.430069773260913],[33.278783274063734,-12.468149190748209],[33.289139250127185,-12.504865794121201],[33.30959159074521,-12.537295785055864],[33.33851442589147,-12.562855698506976],[33.373605054449904,-12.579508682980993],[33.41206736933842,-12.585927351383816],[33.45083533337184,-12.581600012074547],[33.48681843255836,-12.56687164161089],[33.51714912461886,-12.542916260054511],[33.53941212642207,-12.51164296059855],[33.55183696381148,-12.47554323943315],[33.553438369636105,-12.437492002741083],[33.54409352937344,-12.400518300805059],[33.524550402095244,-12.367564168413393],[33.496366909611154,-12.341250778225366],[33.461786225428845,-12.32367041211747],[33.42355829975464,-12.316220617176505],[33.41590131588119,-12.316013272828885]]]}"
000000000000000000be,3067,"[[12.0, 149.0], [13.0, 246.0], [14.0, 140.25098039215686], [15.0, 407.0], [16.0, 1012.4666666666667], [17.0, 1483.6000000000001], [18.0, 486.1686274509804]]",-13.13696303367615,31.89507293701172,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.89507139239084,-13.001979083385732],[31.856375993152977,-13.007348522111704],[31.820756031174923,-13.023030096602207],[31.791043597926816,-13.047777345411895],[31.76960301701197,-13.079622752756485],[31.75814289668238,-13.116033630263148],[31.757579533740373,-13.154113031658904],[31.76796271684923,-13.190829921301944],[31.7884702208526,-13.223260411612761],[31.81747191125046,-13.248820881666042],[31.852658782637842,-13.265474306118767],[31.891226894020114,-13.271893160400726],[31.930101522300692,-13.267565694779515],[31.966183389788164,-13.252836925288932],[31.99659689585902,-13.228880996677573],[32.01892010723497,-13.197607173021579],[32.03137785516811,-13.161507114163456],[32.03298247625408,-13.123455831608858],[32.02361117882388,-13.086482389826838],[32.00401427505664,-13.05352874233493],[31.975754105902833,-13.027215910504605],[31.94107993535126,-13.00963600211512],[31.902748994874457,-13.002186421591487],[31.89507139239084,-13.001979083385732]]]}"
000000000000000000bf,3068,"[[12.0, 364.0], [13.0, 907.8705882352941], [14.0, 471.69803921568626], [15.0, 1194.2509803921569], [16.0, 2229.7568627450983], [17.0, 2943.0], [18.0, 801.0]]",-13.23475112915039,31.9457799911499,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.945780289570628,-13.099767169487798],[31.907069571917166,-13.105136585903692],[31.871435472410315,-13.120818100415667],[31.841711181369657,-13.145565270270696],[31.820261959998074,-13.177410604299753],[31.808797120247302,-13.213821437000652],[31.808233367781053,-13.25190083609257],[31.818620562416232,-13.288617766671315],[31.839136194252443,-13.321048328394486],[31.86814949999219,-13.34660887804522],[31.90335054571416,-13.363262365418297],[31.94193423729938,-13.369681246282566],[31.980824573470837,-13.365353762597659],[32.01692098694069,-13.350624936043051],[32.0473466910156,-13.326668929199315],[32.069678773105124,-13.295395030580707],[32.08214137244527,-13.259294923432964],[32.08374647155458,-13.221243634322514],[32.0743712807578,-13.184270229745707],[32.054766457638536,-13.151316651596956],[32.02649499342233,-13.125003899612963],[31.99180704931802,-13.107424056677356],[31.953460930155916,-13.09997450681527],[31.945780289570628,-13.099767169487798]]]}"
000000000000000000c0,3069,"[[12.0, 556.8392156862745], [13.0, 1467.6039215686274], [14.0, 529.8705882352941], [15.0, 1371.9372549019608], [16.0, 1727.4196078431373], [17.0, 2829.9529411764706], [18.0, 942.7490196078431]]",-13.2856743812561,32.09310073852539,20,2012,"{""type"":""Polygon"",""coordinates"":[[[32.09310007017437,-13.150690103518153],[32.05438132601549,-13.15605950830911],[32.01873981885653,-13.171740991568507],[31.989009314847408,-13.19648812028312],[31.967555566467652,-13.228333416109967],[31.95608825432062,-13.264744225463941],[31.955524298184272,-13.302823623355144],[31.96591359502502,-13.339540575263863],[31.98643348563752,-13.371971174197498],[32.01545287720605,-13.397531765323833],[32.05066134932541,-13.414185285482692],[32.089253203777105,-13.42060418019817],[32.12815176970421,-13.416276687100831],[32.16425580426159,-13.401547830811982],[32.19468789940564,-13.377591783203922],[32.21702462946175,-13.346317845524899],[32.22948977103767,-13.310217713215284],[32.231095121028076,-13.27216642068907],[32.221717890671215,-13.23519303549882],[32.20210891840912,-13.202239493482454],[32.17383153611406,-13.175926783103517],[32.139136375100044,-13.158346974273499],[32.10078230265987,-13.150897440387986],[32.09310007017437,-13.150690103518153]]]}"
000000000000000000c1,3070,"[[12.0, 2296.490196078432], [13.0, 1836.6470588235293], [14.0, 642.2627450980392], [15.0, 1377.9960784313726], [16.0, 1003.7607843137255], [17.0, 1197.321568627451], [18.0, 855.6392156862745]]",-13.35017046928406,32.27866191864014,20,2012,"{""type"":""Polygon"",""coordinates"":[[[32.27866110141246,-13.215186541155195],[32.23993214258311,-13.220555931215653],[32.204281208410166,-13.23623737487342],[32.17454279791179,-13.260984451456968],[32.15308328877036,-13.292829698875753],[32.141612830672145,-13.329240478645422],[32.14104861576352,-13.367319875014873],[32.15144058815761,-13.404036853951736],[32.17196589853808,-13.436467500036672],[32.200993034697134,-13.462028143719033],[32.23621095715843,-13.478681705422646],[32.27481319902523,-13.4851006176898],[32.31372223747573,-13.480773112665425],[32.3498359700973,-13.466044218698585],[32.380276198225864,-13.442088119435775],[32.40261884327927,-13.41081413226124],[32.415087220351396,-13.374713968067866],[32.41669289001559,-13.336662671213613],[32.40731306454445,-13.299689310589311],[32.38769881242086,-13.26673581435825],[32.359413898949086,-13.240423156699173],[32.324709553689715,-13.222843391085975],[32.28634535978104,-13.215393877445134],[32.27866110141246,-13.215186541155195]]]}"
000000000000000000c2,3071,"[[12.0, 325.0], [13.0, 696.0], [14.0, 422.0], [15.0, 939.6235294117647], [16.0, 2032.0], [17.0, 2629.98431372549], [18.0, 717.0]]",-13.20549006462097,31.9346926689148,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.934690505250703,-13.070506548375091],[31.8959843843402,-13.075875971468564],[31.860354527191138,-13.091557503932595],[31.830633794365543,-13.116304697419407],[31.80918716571305,-13.148150053392445],[31.797723742038347,-13.18456089950415],[31.79716010634599,-13.222640299285697],[31.807546097136477,-13.259357217612083],[31.828059289983155,-13.291787757960924],[31.857069110289046,-13.317348283787418],[31.8922659027516,-13.334001752327843],[31.930844919251246,-13.340420625235774],[31.969730542024934,-13.336093146957502],[32.00582259072336,-13.321364337482697],[32.036244634535734,-13.297408354054625],[32.05857405472898,-13.26613447787298],[32.071035198206225,-13.230034385178698],[32.072640153762585,-13.191983098030398],[32.06326613115924,-13.155009682317688],[32.04366368436429,-13.122056083413915],[32.01539560949098,-13.095743307531245],[31.9807117985155,-13.078163445004769],[31.942370234163015,-13.070713885965441],[31.934690505250703,-13.070506548375091]]]}"
000000000000000000c3,3072,"[[12.0, 101.90588235294118], [13.0, 173.0], [14.0, 227.0], [15.0, 198.01176470588234], [16.0, 567.3764705882354], [17.0, 547.4509803921569], [18.0, 176.85882352941178]]",-13.11707696914673,31.80881195068359,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.80881008251193,-12.982095951788416],[31.77011778268017,-12.987465395048506],[31.734500681206423,-13.003146981728566],[31.70479064724626,-13.02789424658434],[31.683351814695207,-13.059739668828923],[31.67189264940226,-13.096150555441453],[31.671329365406944,-13.134229957305333],[31.681711736934613,-13.170946838628904],[31.702217596409216,-13.203377314426497],[31.731216936543497,-13.228937768303128],[31.766400939812666,-13.245591179968532],[31.80496589857067,-13.252010028848165],[31.843837348386558,-13.24768256689804],[31.879916272545707,-13.232953809004593],[31.910327310442703,-13.208997896292448],[31.93264872696203,-13.17772408787119],[31.945105493364277,-13.141624038827079],[31.946710017856777,-13.103572757604917],[31.93733950832656,-13.066599308261704],[31.91774420702755,-13.03364564667712],[31.889486323313132,-13.00733279861951],[31.854814939630238,-12.989752876927708],[31.81648707029129,-12.982303290172664],[31.80881008251193,-12.982095951788416]]]}"
000000000000000000c4,3073,"[[12.0, 128.34117647058824], [13.0, 225.0], [14.0, 137.4823529411765], [15.0, 329.3843137254902], [16.0, 1011.0156862745097], [17.0, 1104.5294117647059], [18.0, 307.0]]",-13.14581270217895,31.85524587631226,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.855247160882513,-13.010830398976822],[31.816550380232247,-13.016199835684112],[31.780929143324105,-13.0318814047476],[31.751215640716243,-13.056628646413268],[31.729774280565056,-13.088474047124098],[31.71831373458946,-13.124884920576648],[31.717750336475323,-13.162964321763972],[31.728133881316406,-13.199681215110994],[31.748642118289144,-13.232111711883377],[31.777644856193085,-13.257672189138814],[31.81283300588587,-13.274325619284706],[31.851402522372652,-13.280744475971888],[31.890278567274333,-13.276417008716239],[31.926361746587013,-13.261688234062381],[31.956776352714733,-13.237732298372382],[31.97910036405943,-13.20645846793359],[31.99155854947013,-13.17035840470609],[31.9931632136218,-13.132307121558277],[31.98379156503885,-13.095333683142648],[31.96419394706203,-13.062380041925067],[31.9359327592921,-13.036067217319443],[31.901257346630917,-13.0184873148524],[31.862925037341345,-13.011037737103106],[31.855247160882513,-13.010830398976822]]]}"
000000000000000000c5,3074,"[[12.0, 7580.615686274509], [13.0, 1014.4], [14.0, 1268.5529411764705], [15.0, 1577.4980392156865], [16.0, 1787.2901960784313], [17.0, 4188.870588235294], [18.0, 892.9764705882353]]",-13.79547681808472,31.87241878509521,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.87241915903933,-13.660494667857568],[31.83361818350355,-13.66586395599802],[31.797900788675978,-13.681545125651992],[31.768106642246437,-13.706291841537865],[31.746606529646204,-13.738136754014487],[31.73511390563673,-13.77454732908093],[31.734547879095672,-13.812626714913176],[31.744958722582346,-13.849343880855018],[31.765522243313775,-13.881774853184519],[31.79460397097494,-13.907335860512086],[31.82988850255699,-13.923989709674048],[31.86856395504686,-13.930408743386048],[31.907546803674467,-13.926081155835197],[31.943728890607606,-13.91135200116486],[31.974226446716386,-13.88739554449227],[31.996610791794808,-13.856121214852278],[32.009101986303314,-13.820020830056427],[32.01070992184712,-13.78196950326393],[32.00131181410452,-13.744996312620952],[31.981660349695073,-13.71204313318592],[31.953322347303605,-13.685730840299119],[31.918553253790545,-13.668151373703605],[31.880117700629985,-13.660702000135222],[31.87241915903933,-13.660494667857568]]]}"
000000000000000000c6,3075,"[[12.0, 355.57647058823534], [13.0, 1052.2941176470588], [14.0, 885.0156862745098], [15.0, 503.07843137254906], [16.0, 910.5921568627451], [17.0, 4013.5254901960784], [18.0, 376.3686274509804]]",-14.42453651428223,31.01709938049316,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.017101149573666,-14.289553430770333],[30.978193968527002,-14.294922574273713],[30.94237857010262,-14.310603355079559],[30.912502249403023,-14.335349559079141],[30.890942291733644,-14.367193996208005],[30.8794170198191,-14.403604280745103],[30.878848358859567,-14.441683651599044],[30.889287054273193,-14.478401082917665],[30.909906922926908,-14.510832518245596],[30.939069128419984,-14.536394041664137],[30.97445183594673,-14.553048298798192],[31.01323518480637,-14.559467504870868],[31.052326812569614,-14.555139800194178],[31.08860964526622,-14.540410275522452],[31.11919170947317,-14.516453311606307],[31.141637543424483,-14.485178495944254],[31.15416240549528,-14.449077798088094],[31.155773717775492,-14.411026428831534],[31.146348689647485,-14.374053479443255],[31.126642383205645,-14.341100749606365],[31.098226112912986,-14.31478897439049],[31.0633615434814,-14.297209932142163],[31.024820755401958,-14.289760757354076],[31.017101149573666,-14.289553430770333]]]}"
000000000000000000c7,3076,"[[12.0, 216.38823529411764], [13.0, 1637.2470588235294], [14.0, 1343.2862745098037], [15.0, 1129.7333333333333], [16.0, 2876.8196078431374], [17.0, 5392.2588235294115], [18.0, 731.0]]",-14.52157897949219,31.01594505310059,20,2012,"{""type"":""Polygon"",""coordinates"":[[[31.015946242400823,-14.386596846996481],[30.97702220725064,-14.391965968115835],[30.9411912571307,-14.40764668874326],[30.911301898060927,-14.432392813522107],[30.88973244679487,-14.464237177083719],[30.878201997957525,-14.500647416655344],[30.877632922648743,-14.538726785188649],[30.888076040178255,-14.575444257576299],[30.908704850650984,-14.607875764559637],[30.937879824432375,-14.633437367851911],[30.97327810635823,-14.650091688127189],[31.012078570683915,-14.656510920876011],[31.051187453860937,-14.652183198071823],[31.087486268383387,-14.637453616135458],[31.11808173992522,-14.613496573714658],[31.140537330992338,-14.582221682833628],[31.153067537665237,-14.546120936528457],[31.15467938931759,-14.508069560702468],[31.14525009320399,-14.471096648653923],[31.125535087309114,-14.438143988399487],[31.097106398833116,-14.411832293299813],[31.062226679065116,-14.394253316723875],[31.023669191010452,-14.386804172699037],[31.015946242400823,-14.386596846996481]]]}"
000000000000000000c8,3077,"[[12.0, 233.0], [13.0, 984.5137254901961], [14.0, 707.3411764705883], [15.0, 818.0], [16.0, 2327.105882352941], [17.0, 6464.2313725490185], [18.0, 844.5529411764704]]",-14.56025280952454,30.89420948028565,20,2012,"{""type"":""Polygon"",""coordinates"":[[[30.894208324540692,-14.425270630433019],[30.855277537485996,-14.43063974262646],[30.819440357277042,-14.446320439256972],[30.78954577507415,-14.47106653244548],[30.767972520835432,-14.502910866671053],[30.756439998371736,-14.539321088311903],[30.755870757339686,-14.577400455919637],[30.766315646567573,-14.614117944684015],[30.786948039197085,-14.646549480240973],[30.816128127851567,-14.672111115384146],[30.851532648625557,-14.688765460838027],[30.890339969056118,-14.695184704224415],[30.929455764392106,-14.690856974191583],[30.96576098095353,-14.676127369419993],[30.996361823337914,-14.65217029569421],[31.018821323138102,-14.620895374818515],[31.03135367103551,-14.58479460919372],[31.03296573901881,-14.54674323074826],[31.023534733408553,-14.509770333589632],[31.003816242696168,-14.476817701082263],[30.975382579559124,-14.450506037930028],[30.940496790507076,-14.432927087541795],[30.90193261230043,-14.425477955784183],[30.894208324540692,-14.425270630433019]]]}"
000000000000000000c9,3078,"[[12.0, 327.30980392156863], [13.0, 1021.0], [14.0, 805.0], [15.0, 528.0], [16.0, 1831.8901960784312], [17.0, 6654.639215686274], [18.0, 797.3725490196078]]",-14.51806344985962,30.79892702102661,20,2012,"{""type"":""Polygon"",""coordinates"":[[[30.798926253230665,-14.383078616265314],[30.76000283131845,-14.388447738196518],[30.72417244704453,-14.404128461006577],[30.694283562367257,-14.428874588658715],[30.672714456511024,-14.460718954888572],[30.661184196017942,-14.497129196091082],[30.66061513576845,-14.535208564708569],[30.67105809238891,-14.571926035606674],[30.69168657751381,-14.60435753999111],[30.720861086733578,-14.629919140386399],[30.756258802008414,-14.646573458371567],[30.79505864361803,-14.652992690152857],[30.834166898987604,-14.648664968006148],[30.870465132036525,-14.633935388146748],[30.901060115767386,-14.609978348573275],[30.923515351824463,-14.578703460420401],[30.93604536402547,-14.542602715872443],[30.937657196036827,-14.504551340284712],[30.928228055195653,-14.467578426881861],[30.908513365814724,-14.434625764103707],[30.88008512916444,-14.408314066098262],[30.845205960637916,-14.390735087140428],[30.806649080212786,-14.383285941999828],[30.798926253230665,-14.383078616265314]]]}"
000000000000000000ca,3079,"[[12.0, 212.0], [13.0, 1517.321568627451], [14.0, 1278.1803921568626], [15.0, 700.0], [16.0, 2999.556862745098], [17.0, 6298.674509803921], [18.0, 1504.1764705882354]]",-14.65851149559021,30.81909494400024,20,2012,"{""type"":""Polygon"",""coordinates"":[[[30.819094767295397,-14.523526922145692],[30.780146735678652,-14.528896011647621],[30.744293643790805,-14.544576647272914],[30.714385721946776,-14.56932266015195],[30.692802755434123,-14.60116691979872],[30.681264937620465,-14.637577095855193],[30.680695274011356,-14.675656461109428],[30.691144688614777,-14.712373991506748],[30.71178623013729,-14.744805599704142],[30.7409793817735,-14.770367315819625],[30.776399835740623,-14.78702172528344],[30.81522466557966,-14.79344099571305],[30.85435811346185,-14.789113247303272],[30.890679679939392,-14.774383584479148],[30.921294238961334,-14.75042643116889],[30.94376372164082,-14.719151434040064],[30.956301538617552,-14.683050619300781],[30.957914159762993,-14.644999234196534],[30.94847878880403,-14.60802637489179],[30.928751398431313,-14.575073812923758],[30.900305030308303,-14.548762230988853],[30.865403740321,-14.531183347175327],[30.826822475288882,-14.523734246603569],[30.819094767295397,-14.523526922145692]]]}"
000000000000000000cb,3080,"[[12.0, 303.6823529411765], [13.0, 2787.2588235294115], [14.0, 1828.8745098039215], [15.0, 1397.964705882353], [16.0, 3561.694117647058], [17.0, 6443.482352941177], [18.0, 1827.0117647058823]]",-14.70637955665588,30.98853282928467,20,2012,"{""type"":""Polygon"",""coordinates"":[[[30.98853168912423,-14.571395371954436],[30.949575209260175,-14.576764450394222],[30.91371432219312,-14.592445056279368],[30.883799865357076,-14.617191030007321],[30.862212141050215,-14.64903525329659],[30.850671729391813,-14.685445407130311],[30.850101859113053,-14.723524771236951],[30.860553490943595,-14.760242321930313],[30.881199514560247,-14.792673965540185],[30.910399065568036,-14.818235721130117],[30.94582732481137,-14.834890161799196],[30.984660731984036,-14.841309445412572],[31.023802827310707,-14.836981688043902],[31.06013240318352,-14.822251996918776],[31.090753681757697,-14.798294804810618],[31.113228055056542,-14.76701977050808],[31.125768551548685,-14.730918931825451],[31.127381444026927,-14.692867543475261],[31.117943934839918,-14.655894702624645],[31.098212184797426,-14.622942175044894],[31.069759592630955,-14.59663063270368],[31.03485070871326,-14.579051781345449],[30.996261072719932,-14.57160269597683],[30.98853168912423,-14.571395371954436]]]}"
000000000000000000cc,3081,"[[12.0, 316.0], [13.0, 612.8823529411765], [14.0, 636.8117647058824], [15.0, 413.1372549019608], [16.0, 1681.4980392156863], [17.0, 5526.47450980392], [18.0, 1117.3098039215686]]",-14.46860799789429,30.66036252975464,20,2012,"{""type"":""Polygon"",""coordinates"":[[[30.660364147095887,-14.333627185582598],[30.62144932714625,-14.338996318922332],[30.585626880091997,-14.35467707240369],[30.555744649852144,-14.379423240432512],[30.534180389223792,-14.411267644157657],[30.52265277080508,-14.44767790827793],[30.522083921927603,-14.485757278078255],[30.532524621536837,-14.522474728044621],[30.55314854296064,-14.5549061959082],[30.582316535610826,-14.580467755593933],[30.61770630220706,-14.597122041397643],[30.65649740865295,-14.603541259582782],[30.695596857436485,-14.599213546675196],[30.73188693387587,-14.58448399600211],[30.762475074896507,-14.56052699644042],[30.78492533115787,-14.529252146624664],[30.797452615542532,-14.493151426769838],[30.79906417217331,-14.4551000545303],[30.789637209504505,-14.41812712209632],[30.769926960032677,-14.385174423853812],[30.74150506128261,-14.35886268501529],[30.70663362512444,-14.34128367258602],[30.668085267995394,-14.333834511766229],[30.660364147095887,-14.333627185582598]]]}"
